id,da0e,price,bedrooms,ba0hrooms,sqf0_living,sqf0_lo0,floors,wa0erfron0,view,condi0ion,grade,sqf0_above,sqf0_basemen0,yr_buil0,yr_renova0ed,zipcode,sqf0_living15,sqf0_lo015
5804,2.01E+14,272000,4,2,1880,6160,2,0,0,3,7,1880,0,1993,0,98023,1580,6405
5805,2.02E+14,535000,3,3,2510,5544,2,0,0,3,7,2510,0,2001,0,98053,2660,5614
5806,2.02E+14,216500,2,1,1060,5200,1,0,0,3,6,1060,0,1969,0,98042,910,5200
5807,2.02E+14,325000,3,3,2130,12245,2,0,0,3,8,2130,0,1989,0,98042,1910,12216
5808,2.02E+14,420200,3,2,1320,7280,1,0,0,3,7,1320,0,1968,0,98034,1370,7800
5809,2.01E+14,258000,3,2,1040,5650,1,0,0,5,6,1040,0,1951,0,98178,1290,5650
5810,2.01E+14,450000,3,2,1150,4500,2,0,0,3,7,1150,0,1917,1991,98103,1230,5400
5811,2.01E+14,720168,4,2,2120,3794,2,0,0,4,7,1420,700,1926,0,98117,1420,3840
5812,2.01E+14,652000,3,2,2130,5000,2,0,0,5,7,1330,800,1925,0,98107,2010,5000
5813,2.01E+14,569500,4,3,2340,8248,2,0,0,3,8,2340,0,1989,0,98074,2140,9963
5814,2.02E+14,411000,4,2,2250,292288,1,0,0,4,7,2250,0,1963,0,98042,1550,23798
5815,2.01E+14,524950,3,2,1890,3825,1,0,0,3,7,1290,600,1974,0,98117,1320,3825
5816,2.02E+14,153000,2,1,1140,10152,1,0,0,3,6,760,380,1942,0,98155,1340,10141
5817,2.01E+14,775000,3,3,2780,5467,2,0,2,3,9,2780,0,2000,0,98126,2630,5000
5818,2.02E+14,338500,4,3,2390,6111,2,0,0,3,8,2390,0,1997,0,98030,2520,6500
5819,2.02E+14,570000,3,2,2390,9000,1,0,0,3,8,1500,890,1975,0,98052,2040,9000
5820,2.01E+14,653000,3,2,2680,8429,1,0,0,4,9,1880,800,1950,1991,98038,1570,8640
5821,2.01E+14,435000,2,3,1560,1222,2,0,0,3,8,1080,480,2008,0,98122,1560,2081
5822,2.01E+14,207000,2,1,1130,8160,1,0,0,4,6,1130,0,1952,0,98168,1060,6120
5823,2.01E+14,540000,2,1,1120,7500,1,0,2,4,7,1120,0,1971,0,98008,3040,16940
5824,2.01E+14,386000,4,2,2050,9583,2,0,2,3,8,1770,280,1965,0,98198,2230,9730
5825,2.01E+14,265000,5,2,2600,8075,2,0,0,4,8,2600,0,1969,0,98092,2200,8800
5826,2.02E+14,250000,3,2,1050,572,2,0,0,3,7,740,310,2006,0,98106,1260,1062
5827,2.02E+14,1.70E+06,3,2,2600,6600,2,0,4,3,10,1930,670,1970,2014,98122,2670,6270
5828,2.01E+14,455000,4,3,2811,7251,2,0,0,3,9,2811,0,2009,0,98038,3040,7250
5829,2.01E+14,1.80E+06,4,3,4060,13000,2,0,3,3,11,4060,0,2000,0,98040,3220,13800
5830,2.01E+14,759000,3,2,2260,7200,1,0,3,3,7,1130,1130,1941,0,98144,2260,6000
5831,2.02E+14,970000,4,3,4430,74358,2,0,0,3,10,4430,0,1990,0,98053,3820,80875
5832,2.01E+14,280000,1,0,600,24501,1,0,0,2,3,600,0,1950,0,98045,990,22549
5833,2.01E+14,690000,3,2,2430,8327,1,0,0,4,9,1430,1000,1978,0,98006,2550,10427
5834,2.01E+14,789900,3,3,3420,25150,1,0,0,4,10,1750,1670,1987,0,98006,2900,19604
5835,2.02E+14,447500,2,1,1180,5100,2,0,0,3,7,1180,0,1926,0,98103,980,5100
5836,2.01E+14,440000,4,2,2010,7575,1,0,0,3,7,1220,790,1974,0,98034,1820,7831
5837,2.02E+14,278000,3,2,1230,7789,1,0,0,3,7,1230,0,1994,0,98042,1470,8670
5838,2.01E+14,980000,5,3,2750,6000,2,0,0,3,8,1750,1000,1904,1994,98103,1520,4158
5839,2.01E+14,245000,3,3,1300,14197,1,0,0,3,7,860,440,1996,0,98030,1550,7596
5840,2.01E+14,287000,3,2,1150,11475,1,0,0,3,7,1150,0,1971,0,98045,1640,11475
5841,2.01E+14,435000,3,2,2220,132858,1,0,0,3,7,1110,1110,1988,0,98027,2130,77536
5842,2.01E+14,585000,3,3,2050,11690,2,0,0,4,9,2050,0,1989,0,98059,2410,10172
5843,2.01E+14,616000,4,2,1700,5846,1,0,0,3,8,1700,0,1957,0,98199,1480,5177
5844,2.02E+14,203000,3,2,1610,9000,1,0,0,4,7,1100,510,1978,0,98092,1610,8000
5845,2.02E+14,860000,4,3,2720,3840,2,0,0,3,8,1790,930,1920,2009,98107,1360,3880
5846,2.02E+14,833000,4,3,2190,12690,1,0,2,3,8,1170,1020,1973,0,98033,2630,10843
5847,2.01E+14,565000,4,3,2730,6856,2,0,0,3,8,2730,0,2003,0,98072,2520,5569
5848,2.02E+14,572500,3,3,2490,7589,2,0,0,3,9,2490,0,1991,0,98056,2500,10386
5849,2.01E+14,254000,4,2,1510,4235,1,0,0,3,7,1510,0,1955,0,98108,1510,4268
5850,2.02E+14,1.53E+06,4,4,4720,21000,3,0,4,5,11,4720,0,1971,0,98177,3010,20000
5851,2.02E+14,900000,4,3,3810,217800,2,0,0,3,9,3810,0,2003,0,98077,2580,217364
5852,2.02E+14,899000,3,3,1950,3730,2,0,0,3,9,1950,0,1996,0,98033,2080,4000
5853,2.02E+14,560000,3,2,1300,6000,1,0,0,5,7,1300,0,1943,0,98136,1230,6000
5854,2.02E+14,512500,3,2,1610,7200,1,0,0,3,7,1180,430,1976,0,98007,1520,7973
5855,2.02E+14,775000,4,3,2040,5000,2,0,0,5,7,1180,860,1924,0,98117,1540,5000
5856,2.01E+14,200000,2,1,700,4700,1,0,0,5,5,700,0,1953,0,98056,960,5200
5857,2.01E+14,172000,3,1,970,4700,1,0,0,4,6,720,250,1943,0,98106,1560,4600
5858,2.01E+14,219900,3,1,910,6000,1,0,0,2,6,910,0,1956,0,98146,1090,6957
5859,2.01E+14,641200,3,1,1060,9123,1,0,0,3,7,1060,0,1952,0,98004,1620,9121
5860,2.01E+14,473000,5,3,2180,7200,2,0,0,4,7,2180,0,1982,0,98034,1840,7644
5861,2.01E+14,540000,3,2,2050,9580,1,0,0,3,8,1400,650,1984,0,98074,1740,11952
5862,2.02E+14,295000,2,1,750,4500,1,0,0,3,6,750,0,1945,0,98122,1540,4000
5863,2.01E+14,370000,3,1,800,2296,1,0,0,4,6,800,0,1908,0,98103,1480,1472
5864,2.01E+14,1.73E+06,4,2,3470,8000,2,0,1,3,9,2360,1110,1906,2002,98122,3010,8000
5865,2.01E+14,275000,3,2,1390,48257,1,0,0,3,6,1390,0,1922,2013,98024,1440,45302
5866,2.01E+14,89000,3,1,900,4750,1,0,0,4,6,900,0,1969,0,98023,900,3404
5867,2.01E+14,175000,2,2,1050,9800,2,0,0,4,6,1050,0,1975,0,98019,1230,12726
5868,2.02E+14,490000,3,3,2410,11900,1,0,2,4,9,1600,810,1989,0,98023,3090,11902
5869,2.01E+14,342400,3,2,1180,9630,2,0,0,3,7,1180,0,1986,0,98028,2660,5979
5870,2.01E+14,345000,3,1,1140,4200,2,0,0,4,7,1140,0,1904,0,98144,1510,4000
5871,2.01E+14,399000,2,1,700,3400,1,0,0,3,6,700,0,1946,0,98112,1570,4512
5872,2.01E+14,550000,4,3,2060,9719,1,0,0,4,8,1320,740,1960,0,98006,2050,9643
5873,2.01E+14,652450,3,2,2230,11835,1,0,0,5,8,1630,600,1974,0,98006,2190,10384
5874,2.02E+14,438000,2,2,1950,29347,1,0,0,3,8,1350,600,1953,0,98133,2125,7751
5875,2.02E+14,605000,3,2,2100,5058,1,0,2,3,7,1340,760,1941,0,98126,1640,5000
5876,2.01E+14,395000,4,3,2130,11733,1,0,0,5,7,1330,800,1969,0,98059,1800,9131
5877,2.01E+14,449950,3,2,1880,3048,2,0,0,4,7,1880,0,1902,0,98122,1680,3600
5878,2.02E+14,651100,4,3,2310,5526,2,0,0,3,9,2310,0,2003,0,98074,2500,5769
5879,2.02E+14,241000,3,1,880,6050,1,0,0,3,6,880,0,1945,0,98178,1130,6050
5880,2.01E+14,3.42E+06,5,5,5450,20412,2,0,0,3,11,5450,0,2014,0,98039,3160,17825
5881,2.01E+14,268500,2,2,1290,1749,1,0,0,3,8,660,630,1969,0,98008,1860,1749
5882,2.02E+14,200000,2,1,1010,7200,1,0,0,3,6,1010,0,1956,0,98166,1290,9000
5883,2.01E+14,400375,4,2,1690,7680,1,0,0,5,6,890,800,1946,0,98126,1060,7680
5884,2.01E+14,429000,2,2,1350,6315,1,0,0,3,8,1350,0,2005,0,98053,1665,5390
5885,2.01E+14,230000,3,1,680,2400,1,0,0,4,6,680,0,1903,0,98144,1470,3600
5886,2.02E+14,1.20E+06,4,2,2860,10702,2,0,0,3,10,2860,0,1982,0,98004,2890,10572
5887,2.02E+14,314200,1,1,610,6000,1,0,0,4,5,610,0,1918,0,98117,970,5000
5888,2.02E+14,513000,4,3,2660,8887,1,0,0,4,8,1880,780,1967,0,98166,1910,9620
5889,2.02E+14,535000,2,1,1390,5346,1,0,0,5,7,960,430,1908,0,98118,1450,5040
5890,2.02E+14,420000,6,3,2290,6344,2,0,0,3,7,2290,0,1980,0,98126,1360,3202
5891,2.01E+14,345950,3,3,2110,4118,2,0,0,3,8,2110,0,1989,0,98042,2110,4044
5892,2.01E+14,483500,3,2,1200,2016,1,0,1,4,7,600,600,1931,0,98116,1730,4520
5893,2.01E+14,695000,4,2,2360,2500,2,0,3,3,8,1520,840,2001,0,98117,1810,3900
5894,2.01E+14,295000,4,3,2350,8906,2,0,0,3,7,2350,0,1993,0,98031,2000,8165
5895,2.02E+14,434975,3,2,1590,9960,1,0,0,3,7,1060,530,1976,0,98155,1860,9760
5896,2.01E+14,513000,3,3,1810,4592,2,0,0,3,8,1810,0,1992,0,98029,1810,4758
5897,2.02E+14,360000,3,2,1900,11407,1,0,0,3,8,1900,0,1963,0,98155,1710,11407
5898,2.02E+14,234900,3,1,1250,8000,1,0,0,3,7,1250,0,1956,0,98146,1040,6973
5899,2.01E+14,963000,4,4,3280,6603,2,0,0,3,10,3280,0,2007,0,98027,3280,7333
5900,2.01E+14,595000,2,2,870,4800,1,0,0,3,7,870,0,1924,0,98119,2090,4800
5901,2.01E+14,942500,4,3,3570,14408,2,0,2,3,10,3570,0,2006,0,98065,4100,14577
5902,2.01E+14,1.03E+06,4,3,3780,11200,2,0,0,3,11,3780,0,2002,0,98059,3720,11813
5903,2.02E+14,350000,3,1,1190,3600,2,0,0,3,6,1190,0,1904,0,98144,1680,3600
5904,2.01E+14,416500,4,2,2280,39848,2,0,0,4,8,2280,0,1991,0,98070,1900,38472
5905,2.01E+14,209900,3,1,1030,60720,2,0,0,3,5,1030,0,1912,0,98042,1330,10342
5906,2.01E+14,802000,3,2,2870,5000,2,0,0,4,8,1840,1030,1907,0,98144,2200,5000
5907,2.01E+14,230000,4,2,1520,8800,1,0,0,4,7,1520,0,1960,0,98002,1370,8800
5908,2.01E+14,489000,3,3,3700,10375,2,0,0,3,9,3700,0,1982,0,98188,2130,9132
5909,2.01E+14,497000,3,2,2240,28750,1,0,0,3,8,1620,620,1956,0,98034,3200,23873
5910,2.01E+14,250000,3,2,1920,7738,1,0,0,3,8,1520,400,1965,0,98148,2170,8452
5911,2.01E+14,925000,3,3,2560,3600,2,0,0,3,10,2110,450,1994,0,98119,2160,3600
5912,2.01E+14,390000,4,3,1840,15496,2,0,0,3,8,1840,0,1991,0,98059,1840,15040
5913,2.02E+14,415000,3,3,2080,9600,1,0,0,3,7,2080,0,1988,0,98028,2220,9600
5914,2.02E+14,785000,3,2,1600,9638,1,0,0,5,7,1600,0,1952,0,98040,1800,11400
5915,2.01E+14,575000,3,2,2168,4000,2,0,0,3,8,2168,0,1907,0,98105,1770,4000
5916,2.02E+14,170000,2,1,860,8636,1,0,0,3,6,860,0,1924,0,98146,1100,8636
5917,2.01E+14,750000,4,2,2100,3400,1,0,0,5,7,1100,1000,1915,0,98119,1890,3771
5918,2.02E+14,230000,3,1,1140,9639,1,0,0,4,7,1140,0,1967,0,98001,1140,9639
5919,2.02E+14,855000,4,3,3090,35074,2,0,0,3,9,3090,0,1978,0,98005,3120,35150
5920,2.01E+14,235000,3,1,1330,45738,2,0,0,2,6,1330,0,1967,0,98058,1490,24000
5921,2.01E+14,335000,2,1,1360,69260,1,0,0,4,5,1360,0,1937,0,98065,1460,69260
5922,2.01E+14,1.20E+06,5,3,3420,18129,2,0,0,3,9,2540,880,1952,2005,98040,3750,16316
5923,2.02E+14,677000,4,2,2180,6000,2,0,0,3,8,2060,120,1927,0,98144,1370,4500
5924,2.01E+14,575000,3,2,1800,5000,2,0,0,5,7,1600,200,1925,0,98136,1640,5000
5925,2.02E+14,450000,2,1,1120,4590,1,0,0,3,7,1120,0,1924,0,98118,1120,5100
5926,2.02E+14,817250,3,3,2980,7202,2,0,0,3,8,2980,0,1999,0,98033,2430,7280
5927,2.01E+14,440000,4,2,2600,28600,1,0,0,3,8,1810,790,1968,0,98072,2580,26950
5928,2.01E+14,526000,2,2,1550,2400,2,0,0,4,7,1550,0,1900,0,98103,1180,1224
5929,2.01E+14,762500,3,2,3330,15258,2,0,0,3,10,3330,0,1986,0,98077,3360,14850
5930,2.02E+14,325000,4,3,2200,7719,2,0,0,3,8,2200,0,2000,0,98030,2460,7348
5931,2.01E+14,840000,4,4,3840,85728,2,0,0,3,11,3840,0,1998,0,98014,2430,42643
5932,2.02E+14,377500,2,1,840,4500,1,0,0,3,6,840,0,1939,0,98136,1300,5000
5933,2.01E+14,212500,3,2,1270,7128,1,0,0,4,6,1270,0,1954,0,98198,1270,7986
5934,2.01E+14,749400,4,3,3240,20301,2,0,0,3,10,3240,0,1985,0,98052,3010,23650
5935,2.01E+14,663000,3,3,2480,37843,2,1,3,4,8,2480,0,1974,0,98070,2350,42122
5936,2.01E+14,1.48E+06,3,2,4470,22518,2,0,2,3,9,3240,1230,1953,2004,98006,2930,21837
5937,2.01E+14,261000,3,1,1780,7800,1,0,0,3,7,1060,720,1957,0,98178,1450,7800
5938,2.02E+14,515000,4,3,1850,9248,2,0,0,3,8,1850,0,1997,0,98028,2080,8711
5939,2.01E+14,410000,3,2,2200,16921,2,0,0,3,8,2200,0,1987,0,98038,2060,16921
5940,2.01E+14,336000,3,2,2760,10160,1,0,0,3,8,2760,0,1969,0,98058,2760,9600
5941,2.02E+14,440000,2,1,1090,4128,1,0,0,3,7,1090,0,1948,0,98115,1090,5413
5942,2.02E+14,908950,4,3,3090,6200,2,0,0,3,9,3090,0,2014,0,98006,2890,10108
5943,2.01E+14,554000,2,1,820,3700,1,0,0,5,7,820,0,1968,0,98040,1750,9000
5944,2.01E+14,387000,3,2,1445,1606,2,0,0,3,7,1300,145,2003,0,98027,1410,1286
5945,2.02E+14,268643,4,2,1810,9240,2,0,0,3,7,1810,0,1961,0,98055,1660,9240
5946,2.01E+14,514000,3,2,1620,5000,1,0,0,3,7,920,700,1954,0,98117,1610,5000
5947,2.01E+14,420000,2,2,1060,4182,2,0,0,3,7,1060,0,1977,0,98115,1760,4590
5948,2.01E+14,199000,3,2,1050,9871,1,0,0,5,7,1050,0,1968,0,98042,1300,10794
5949,2.02E+14,225000,3,1,1010,15701,1,0,0,4,7,1010,0,1949,0,98188,1260,9800
5950,2.01E+14,320000,4,3,2050,8424,2,0,0,4,8,2050,0,1993,0,98022,1970,8448
5951,2.01E+14,204995,2,1,970,8185,1,0,0,5,6,970,0,1904,0,98031,1500,12541
5952,2.01E+14,376000,3,2,1540,1827,2,0,0,3,8,1540,0,2005,0,98029,1560,2058
5953,2.01E+14,705000,4,3,3000,6222,2,0,0,3,9,3000,0,2004,0,98029,3340,7222
5954,2.01E+14,725995,4,3,3190,7869,2,0,2,3,9,3190,0,2001,0,98065,2630,6739
5955,2.02E+14,285000,4,3,1870,8190,1,0,0,3,7,1100,770,1977,0,98058,1590,9150
5956,2.01E+14,285000,4,3,2200,9397,2,0,0,3,8,2200,0,1987,0,98001,2310,9176
5957,2.01E+14,731000,4,3,3070,5936,2,0,0,3,9,3070,0,2005,0,98075,3160,5936
5958,2.02E+14,1.56E+06,4,4,3730,17000,2,0,3,4,10,2820,910,1986,0,98040,3880,15550
5959,2.01E+14,510000,4,3,2440,10423,1,0,0,3,7,2440,0,1955,1993,98034,1990,7758
5960,2.01E+14,620000,2,1,990,4332,1,0,0,3,7,990,0,1909,0,98103,1920,3420
5961,2.02E+14,1.11E+06,3,4,4160,31796,2,0,0,3,11,4160,0,1989,0,98053,4300,36192
5962,2.01E+14,796000,4,4,3670,4960,2,0,0,3,9,2870,800,2005,0,98177,1520,6335
5963,2.01E+14,255000,3,2,910,25500,1,0,0,3,5,910,0,1943,0,98188,1580,10019
5964,2.02E+14,807000,3,3,1940,4000,2,0,0,4,9,1940,0,2000,0,98199,1410,4000
5965,2.01E+14,315000,4,3,1780,6000,2,0,0,3,9,1780,0,2000,0,98038,2650,6000
5966,2.02E+14,637000,3,2,2200,7355,2,0,0,4,8,2200,0,1986,0,98052,2290,7868
5967,2.01E+14,2.73E+06,4,4,6410,43838,3,0,2,4,12,5610,800,1906,0,98144,2270,6630
5968,2.01E+14,490000,3,2,2070,10023,1,0,0,3,8,1220,850,1981,0,98074,2130,9694
5969,2.01E+14,253000,3,2,2040,7281,1,0,0,3,7,1020,1020,1962,0,98188,1740,7527
5970,2.01E+14,325900,4,3,2320,6270,2,0,0,3,8,2320,0,2004,0,98042,2150,6270
5971,2.01E+14,425000,2,2,1440,6677,1,0,0,3,7,870,570,1952,0,98118,2020,7642
5972,2.01E+14,215000,4,3,1700,6675,2,0,0,3,7,1700,0,1997,0,98038,1570,7540
5973,2.02E+14,315000,4,3,1700,6675,2,0,0,3,7,1700,0,1997,0,98038,1570,7540
5974,2.01E+14,724800,3,2,2050,3933,1,0,0,3,8,1180,870,1926,2001,98112,1940,4000
5975,2.01E+14,295000,2,1,800,6500,1,0,0,4,6,800,0,1953,0,98133,1220,7000
5976,2.02E+14,509007,3,2,1800,7620,1,0,0,3,8,1350,450,1951,0,98177,1770,7620
5977,2.02E+14,306000,5,2,1460,169448,2,0,0,3,6,1460,0,1910,0,98030,2250,6059
5978,2.01E+14,205000,3,2,1290,7210,1,0,0,3,7,1290,0,1984,0,98023,1350,7509
5979,2.01E+14,275000,3,2,1900,9737,1,0,0,4,7,1200,700,1968,0,98031,1670,9737
5980,2.01E+14,685000,3,2,1480,7000,1,0,2,3,8,1480,0,1963,0,98122,1850,4000
5981,2.02E+14,465000,4,3,2090,12833,1,0,0,3,7,1220,870,1969,0,98034,1740,11200
5982,2.01E+14,560000,4,2,1950,9800,1,0,0,3,8,1330,620,1968,0,98033,2170,9800
5983,2.02E+14,458500,3,2,1250,9605,1,0,0,3,7,1250,0,1964,0,98008,1570,9605
5984,2.02E+14,354000,3,1,990,7590,1,0,0,3,6,990,0,1959,0,98008,1100,7590
5985,2.02E+14,441000,3,3,2740,7923,2,0,0,3,9,2740,0,1998,0,98058,2740,8815
5986,2.01E+14,194000,3,2,1260,10488,1,0,0,2,7,1110,150,1952,0,98106,1540,9120
5987,2.01E+14,316500,4,3,2150,6807,2,0,0,4,8,2150,0,1991,0,98031,1910,7240
5988,2.01E+14,524950,3,2,1750,3250,2,0,0,4,7,1230,520,1929,0,98117,1480,3600
5989,2.02E+14,1.05E+06,3,2,2880,6092,2,0,4,4,8,1920,960,1983,0,98116,2880,5308
5990,2.02E+14,925000,4,2,2590,13894,2,0,0,4,9,2590,0,1975,0,98005,2720,13894
5991,2.01E+14,780000,3,2,2430,4524,2,0,0,4,7,1830,600,1924,0,98103,1610,4100
5992,2.01E+14,241000,2,2,1470,3128,2,0,0,3,6,1470,0,2005,0,98038,1180,2576
5993,2.01E+14,519000,3,3,2020,10744,1,0,0,5,7,1270,750,1954,0,98166,2020,11069
5994,2.01E+14,286000,2,1,610,4000,1,0,0,4,6,610,0,1918,0,98136,870,5160
5995,2.01E+14,400000,3,2,3000,17800,1,0,0,3,8,1500,1500,1962,0,98125,2400,8300
5996,2.01E+14,255000,2,1,920,43560,1,0,0,4,5,920,0,1923,0,98024,1530,11875
5997,2.02E+14,152000,3,2,1070,7754,1,0,0,3,6,1070,0,1953,0,98146,950,7740
5998,2.01E+14,599000,4,2,3410,15143,2,0,0,4,8,3410,0,1972,1987,98052,2350,25936
5999,2.01E+14,330000,4,3,1820,3905,2,0,0,3,7,1820,0,2001,0,98019,1820,3863
6000,2.01E+14,461000,2,1,1060,7193,1,0,0,3,7,1060,0,1926,0,98133,1980,7560
6001,2.02E+14,620000,5,3,3070,34991,2,0,0,3,9,3070,0,1995,0,98059,2150,19515
6002,2.01E+14,352500,4,3,2300,219106,1,0,0,4,7,1840,460,1958,0,98038,2120,123710
6003,2.01E+14,435000,3,2,1610,6911,1,0,0,3,7,1260,350,1988,0,98034,1630,6911
6004,2.01E+14,725000,5,3,2830,5310,2,0,0,3,9,2830,0,2006,0,98052,3150,6581
6005,2.01E+14,300000,3,1,970,12300,1,0,0,3,7,970,0,1982,0,98028,2040,9994
6006,2.01E+14,252000,3,3,1680,8284,2,0,0,3,7,1680,0,1989,0,98038,1550,8284
6007,2.01E+14,464625,4,3,2040,8996,1,0,0,4,8,1260,780,1974,0,98033,2470,9180
6008,2.01E+14,340000,3,1,1450,9586,2,0,0,3,7,1450,0,1950,0,98155,1500,8592
6009,2.01E+14,1.33E+06,4,2,2870,6280,2,0,0,4,9,1980,890,1905,0,98112,2370,4760
6010,2.02E+14,455000,5,2,1870,13970,1,0,0,4,7,1120,750,1969,0,98027,1860,13970
6011,2.02E+14,495000,4,4,2490,18042,2,0,0,3,8,2490,0,2003,0,98070,1960,21107
6012,2.02E+14,925000,4,3,3350,4501,2,0,0,3,9,2640,710,2002,0,98117,1000,4500
6013,2.01E+14,587000,4,3,3190,8737,2,0,0,3,9,3190,0,2006,0,98065,3240,7131
6014,2.01E+14,524000,3,2,1560,5520,1,0,0,4,6,780,780,1944,0,98199,1470,6000
6015,2.01E+14,1.03E+06,4,3,2750,4800,2,0,0,3,9,1960,790,1905,2005,98103,2400,5300
6016,2.01E+14,176000,2,1,920,2332,1,0,0,4,8,920,0,1980,0,98198,1310,2853
6017,2.01E+14,249900,2,1,1140,5500,1,0,0,3,6,1140,0,1947,0,98106,1110,5500
6018,2.01E+14,499500,3,3,2520,53143,2,0,0,3,7,2520,0,1988,0,98019,2020,56628
6019,2.01E+14,600000,5,4,3150,10542,1,0,0,5,9,1620,1530,1974,0,98011,3150,11807
6020,2.01E+14,294000,4,3,2040,7800,2,0,0,3,7,2040,0,2003,0,98168,1860,10954
6021,2.02E+14,272000,4,2,1780,19843,1,0,0,3,7,1780,0,1963,0,98058,2210,13500
6022,2.01E+14,390000,3,3,2240,10800,2,0,0,3,8,2240,0,1996,0,98028,1900,9900
6023,2.02E+14,700000,4,3,3270,9650,1,0,3,4,9,2320,950,1971,0,98166,2340,17357
6024,2.02E+14,635000,5,3,3110,6621,2,0,0,3,9,3110,0,2006,0,98065,3550,7953
6025,2.02E+14,920000,4,2,1850,3600,2,0,0,3,8,1660,190,1929,0,98112,1970,3600
6026,2.01E+14,500000,3,2,1570,8530,1,0,0,4,7,1190,380,1983,0,98033,1530,8708
6027,2.01E+14,263500,2,1,750,4515,1,0,0,3,6,750,0,1942,0,98106,1020,5000
6028,2.02E+14,975000,4,2,2240,9990,2,0,0,4,10,2240,0,1967,0,98040,2600,11480
6029,2.01E+14,575000,3,3,1870,3485,2,0,0,3,8,1870,0,2001,0,98029,1940,3485
6030,2.01E+14,822000,4,3,2683,40386,2,0,0,4,9,2683,0,1987,0,98052,2683,34800
6031,2.02E+14,300000,3,1,1490,7200,1,0,0,3,7,1490,0,1954,0,98125,1280,7200
6032,2.02E+14,487600,4,3,2340,12080,2,0,0,3,8,2340,0,1999,0,98019,2200,12403
6033,2.01E+14,500000,4,2,1700,8640,1,0,0,3,7,850,850,1955,2010,98006,1620,9000
6034,2.01E+14,680000,2,2,1450,989,3,0,0,3,9,1450,0,2014,0,98109,1490,1240
6035,2.01E+14,419000,3,3,3310,21096,2,0,2,3,9,3310,0,2004,0,98023,3310,13835
6036,2.01E+14,450000,4,2,1520,5250,1,0,0,3,6,1520,0,1949,0,98199,1530,5250
6037,2.01E+14,650000,5,2,1260,4500,2,0,0,3,7,1260,0,1926,0,98119,1410,4388
6038,2.01E+14,550000,3,2,1840,8086,1,0,0,4,8,1840,0,1964,0,98052,1840,8060
6039,2.01E+14,330000,4,2,1750,5202,1,0,1,4,6,1070,680,1942,0,98108,2090,5400
6040,2.02E+14,282510,4,1,1450,32234,2,0,0,4,6,1450,0,1932,0,98030,1530,10125
6041,2.01E+14,2.39E+06,4,4,6330,13296,2,0,2,3,13,4900,1430,2000,0,98033,2200,9196
6042,2.01E+14,230000,2,2,1260,10200,1,0,0,3,7,1020,240,1983,0,98003,1560,10200
6043,2.01E+14,750000,4,2,2100,6613,2,0,0,3,8,2100,0,1909,2004,98116,1630,5750
6044,2.01E+14,321000,4,3,2430,5366,2,0,0,3,8,2430,0,2002,0,98092,2100,5414
6045,2.01E+14,2.20E+06,4,3,4250,18000,2,0,3,5,10,3350,900,1980,0,98040,3790,14537
6046,2.02E+14,245000,4,2,1830,10416,1,0,0,3,7,1370,460,1958,0,98146,1830,9271
6047,2.01E+14,510000,2,1,1310,4000,1,0,0,3,6,1310,0,1913,0,98103,1550,4000
6048,2.01E+14,751000,4,3,3090,9571,2,0,0,3,9,2370,720,2004,0,98052,3630,9110
6049,2.01E+14,675000,4,3,2560,36601,2,0,0,4,9,2560,0,1987,0,98075,2790,36601
6050,2.02E+14,295000,3,2,1930,13350,1,0,0,3,8,1930,0,1967,0,98023,2270,13350
6051,2.01E+14,312000,2,1,1460,6000,1,0,0,2,7,1260,200,1925,0,98115,1580,6380
6052,2.01E+14,730000,3,3,3460,13129,2,0,0,3,9,2560,900,1988,0,98077,3460,12568
6053,2.02E+14,762500,5,4,3290,5880,2,0,0,3,9,2670,620,2005,0,98052,3090,5680
6054,2.01E+14,150000,3,1,820,7680,2,0,0,3,6,820,0,1910,0,98106,1470,6912
6055,2.02E+14,270000,3,1,1480,7374,1,0,0,3,6,760,720,1954,0,98133,1480,8934
6056,2.02E+14,400000,4,2,1420,9301,1,0,0,4,7,1420,0,1963,0,98008,1530,8075
6057,2.01E+14,650000,3,3,2790,6720,2,0,0,3,8,2790,0,2002,0,98075,2620,6720
6058,2.01E+14,530000,2,2,1390,5000,1,0,0,4,8,970,420,1954,0,98116,1610,5000
6059,2.01E+14,248000,3,1,950,9400,1,0,0,4,7,950,0,1954,0,98006,1260,9400
6060,2.02E+14,760000,4,4,3000,5300,1,0,0,5,7,1780,1220,1949,0,98115,1360,5450
6061,2.02E+14,199000,4,1,1280,10521,2,0,0,3,7,1280,0,1960,0,98198,1540,9384
6062,2.01E+14,240000,2,1,870,8400,1,0,0,3,7,870,0,1960,0,98188,1070,12465
6063,2.02E+14,415000,3,2,1360,1795,2,0,0,3,7,1360,0,1945,0,98199,1580,1795
6064,2.01E+14,228000,3,1,1000,16376,1,0,0,3,7,1000,0,1959,0,98059,1420,16192
6065,2.02E+14,525000,4,3,2740,12106,1,0,0,3,8,1980,760,1992,0,98133,2170,11156
6066,2.01E+14,399950,3,2,1560,5223,1,0,0,4,7,810,750,1940,0,98125,1440,8491
6067,2.02E+14,781000,4,3,2590,8571,2,0,0,3,9,2590,0,1988,0,98052,2360,8155
6068,2.02E+14,827000,3,3,1850,1330,3,0,0,3,9,1560,290,2004,0,98115,1810,2071
6069,2.01E+14,525000,5,2,2500,8621,2,0,0,4,7,2500,0,1968,0,98034,1980,7395
